"ID","FECHA_UTC","HORA_UTC","LATITUD","LONGITUD","PROFUNDIDAD","MAGNITUD","FECHA_CORTE"
"443","19660715","042352","-9.9","-79.2","76","4.9","20223006"
"444","19660721","055412","-15.28","-70.77","217","4.5","20223006"
"445","19660722","194739","-6.298","-81.041","20","5.2","20223006"
"446","19660726","215334","-11.49","-75.16","119","4.9","20223006"
"447","19660727","231057","-18.1","-71.6","47","4.7","20223006"
"448","19660729","082601","-12.59","-71.17","11","4.8","20223006"
"449","19660731","221827","-15.752","-75.742","20","4.9","20223006"
"450","19660801","095040","-17.766","-70.657","106","5.1","20223006"
"451","19660806","143844","-7.612","-74.87","147","5.3","20223006"
"452","19660807","202227","-17.5","-72","45","5","20223006"
"453","19660814","074650","-14.5","-69.2","51","4.7","20223006"
"454","19660820","074329","-3.217","-77.231","113","5.8","20223006"
"455","19660823","013717","-10.559","-77.958","84","4.9","20223006"
"456","19660824","154101","-7.69","-74.33","142","4.7","20223006"
"457","19660826","143727","-13.6","-76.7","59","4.9","20223006"
"458","19660827","005936","-11.025","-76.236","65","4.8","20223006"
"459","19660827","154300","-11","-78.8","49","4.6","20223006"
"460","19660829","054812","-18.488","-71.527","36","5","20223006"
"461","19660831","095651","-15.781","-75.388","78","4.9","20223006"
"462","19660903","224216","-3.6","-78.1","135","4.5","20223006"
"463","19660904","053753","-17.908","-74.136","16","5.3","20223006"
"464","19660906","210438","-4.83","-76.57","179","4.8","20223006"
"465","19660907","102047","-9.4","-74.57","122","4.9","20223006"
"466","19660907","120703","-9.083","-79.979","48","4.7","20223006"
"467","19660909","040406","-8.397","-74.138","170","5.3","20223006"
"468","19660909","052806","-16.6","-71.8","144","4.5","20223006"
"469","19660910","200900","-5.3","-78.7","72","4.8","20223006"
"470","19660917","125523","-5.04","-77.53","82","4.8","20223006"
"471","19660918","113321","-15.8","-76.3","34","4.9","20223006"
"472","19660920","143245","-15.293","-75.523","34","4.9","20223006"
"473","19660930","092913","-18.272","-69.506","119","5.4","20223006"
"474","19661012","182750","-4.7","-80.91","52","5","20223006"
"475","19661013","154517","-8.768","-74.236","154","5.4","20223006"
"476","19661016","151822","-9.3","-75.95","140","4.5","20223006"
"477","19661017","111157","-13.636","-74.772","102","5.1","20223006"
"478","19661017","214158","-10.832","-78.648","37","8","20223006"
"479","19661017","215322","-9.428","-77.801","46","5.8","20223006"
"480","19661017","222641","-11.087","-78.637","29","5.4","20223006"
"481","19661017","230423","-10.52","-78.544","32","5.6","20223006"
"482","19661017","233240","-10.755","-78.847","37","5.4","20223006"
"483","19661017","234654","-10.162","-79.618","36","5.8","20223006"
"484","19661018","010343","-11.121","-79.155","22","4.8","20223006"
"485","19661018","015344","-9.8","-78.5","30","4.8","20223006"
"486","19661018","015619","-10.6","-78.8","50","5","20223006"
"487","19661018","044255","-11.54","-78.756","13","4.8","20223006"
"488","19661018","082608","-10.51","-79.54","26","5.3","20223006"
"489","19661018","090003","-10.7","-78.6","58","4.5","20223006"
"490","19661018","110205","-10.907","-79.21","31","5","20223006"
"491","19661018","125216","-11.03","-79.305","31","5","20223006"
"492","19661019","005110","-11.1","-79.2","37","4.9","20223006"
"493","19661019","021746","-10.485","-79.693","35","5.3","20223006"
"494","19661019","060557","-11.777","-79.247","44","4.9","20223006"
"495","19661019","072544","-11.53","-78.489","28","4.9","20223006"
"496","19661019","173756","-10.766","-79.115","20","5.3","20223006"
"497","19661019","222330","-11.009","-79.18","33","4.8","20223006"
"498","19661020","222247","-12.06","-71.5","34","4.9","20223006"
"499","19661020","235055","-10.67","-79","44","5","20223006"
"500","19661023","034619","-11.594","-79.615","32","5","20223006"
"501","19661023","153254","-10.83","-79.098","30","5.3","20223006"
"502","19661025","145313","-10.852","-78.806","67","4.9","20223006"
"503","19661027","001651","-15.6","-76.1","10","4.6","20223006"
"504","19661027","100739","-15","-72.06","132","4.7","20223006"
"505","19661027","120834","-10.08","-79.58","21","5.3","20223006"
"506","19661029","044538","-10.978","-77.415","26","4.8","20223006"
"507","19661029","153223","-10.791","-78.994","40","5.3","20223006"
"508","19661029","154218","-10.908","-78.678","69","5.1","20223006"
"509","19661103","132631","-15.58","-75.4","47","4.9","20223006"
"510","19661104","085554","-4.357","-77.768","70","5.1","20223006"
"511","19661104","091504","-4.367","-77.631","107","5","20223006"
"512","19661107","203133","-7.802","-75.799","132","5.3","20223006"
"513","19661108","145537","-10.7","-78.7","41","4.9","20223006"
"514","19661109","020158","-14.9","-71.94","122","4.9","20223006"
"515","19661112","184932","-18.2","-70.2","33","5.3","20223006"
"516","19661113","011900","-11.074","-74.799","43","5","20223006"
"517","19661113","142440","-8.317","-74.251","164","5.3","20223006"
"518","19661116","172225","-17.221","-73.08","34","4.9","20223006"
"519","19661119","030219","-16.1","-74.4","33","4.9","20223006"
"520","19661119","182030","-10.794","-79.13","22","5.3","20223006"
"521","19661120","015248","-11.956","-76.195","90","4.7","20223006"
"522","19661120","060934","-15.3","-69.63","116","4.6","20223006"
"523","19661125","190123","-11.3","-73.7","33","5.2","20223006"
"524","19661201","001746","-16.404","-73.876","62","4.7","20223006"
"525","19661201","114140","-9.029","-79.522","41","4.6","20223006"
"526","19661209","100656","-14.734","-70.763","100","5.2","20223006"
"527","19661209","133240","-9.865","-78.577","28","4.9","20223006"
"528","19661213","105907","-12.1","-74.9","21","4.8","20223006"
"529","19661214","083950","-12.7","-74.7","149","4.8","20223006"
"530","19661218","235932","-10.819","-79.001","20","5.1","20223006"
"531","19661219","021031","-16.429","-72.006","115","5.3","20223006"
"532","19661222","155722","-15.07","-72.06","131","4.6","20223006"
"533","19661223","185907","-7.44","-74.578","145","5.3","20223006"
"534","19661226","202942","-11.225","-79.242","11","4.9","20223006"
"535","19670101","095512","-17.18","-70.66","134","4.8","20223006"
"536","19670104","195342","-14.4","-70.65","86","4.5","20223006"
"537","19670111","160806","-5.3","-82.5","22","5.6","20223006"
"538","19670112","054401","-18.309","-70.325","94","5.2","20223006"
"539","19670120","005943","-15.17","-73.47","113","5.1","20223006"
"540","19670127","083852","-8.956","-71.389","605","5","20223006"
"541","19670129","182744","-4.57","-78","67","4.7","20223006"
"542","19670201","144407","-16.968","-72.907","26","5.2","20223006"
"543","19670205","032044","-5.2","-80.7","48","4.6","20223006"
"544","19670205","164547","-13","-74.1","109","4.8","20223006"
"545","19670208","121800","-18.32","-70.038","107","4.7","20223006"
"546","19670210","065137","-16.4","-69.6","228","4.7","20223006"
"547","19670211","192503","-15.14","-72.03","136","4.5","20223006"
"548","19670213","102547","-5.211","-75.361","54","5.6","20223006"
"549","19670215","161113","-9.115","-71.296","600","6.2","20223006"
"550","19670215","164634","-8.488","-80.209","27","4.9","20223006"
"551","19670217","232647","-15.8","-71.17","90","4.9","20223006"
"552","19670218","185949","-10.47","-75.03","33","5","20223006"
"553","19670309","195700","-17.593","-69.645","153","4.9","20223006"
"554","19670319","214244","-11.03","-74.86","155","4.8","20223006"
"555","19670322","050519","-11.049","-79.15","26","5.1","20223006"
"556","19670322","052021","-11.017","-79.176","31","4.9","20223006"
"557","19670324","153850","-6.679","-74.975","140","5.3","20223006"
"558","19670326","235650","-10.493","-73.818","137","4.9","20223006"
"559","19670327","082636","-9.003","-71.296","606","5.6","20223006"
"560","19670328","032939","-16.4","-74.5","76","4.8","20223006"
"561","19670328","045135","-5.02","-80.9","88","4.9","20223006"
"562","19670402","013531","-8.86","-76.29","3","5","20223006"
"563","19670402","015816","-9.88","-75.5","33","4.9","20223006"
"564","19670402","163750","-8.02","-74.34","33","4.5","20223006"
"565","19670405","181203","-16.2","-73.28","97","4.9","20223006"
"566","19670407","062959","-16.12","-72.83","113","4.8","20223006"
"567","19670410","015734","-8.2","-73.68","137","4.9","20223006"
"568","19670413","053006","-6.175","-76.664","42","5.2","20223006"
"569","19670421","225744","-16.48","-69.74","213","4.8","20223006"
"570","19670422","192936","-5.71","-79.4","67","4.8","20223006"
"571","19670424","145436","-6.5","-80.4","45","4.9","20223006"
"572","19670429","022058","-5.4","-75.9","33","4.9","20223006"
"573","19670430","083909","-8.553","-74.865","136","5.1","20223006"
"574","19670508","070142","-9.06","-79.97","86","4.7","20223006"
"575","19670510","124810","-16.2","-72","162","4.5","20223006"
"576","19670510","203523","-15.67","-76.36","33","5","20223006"
"577","19670514","114848","-11.2","-77.7","33","4.9","20223006"
"578","19670515","170859","-10.325","-74.6","118","5.4","20223006"
"579","19670516","005754","-15.95","-75.4","19","5.1","20223006"
"580","19670517","071651","-8.2","-79.9","37","4.8","20223006"
"581","19670520","063346","-16.19","-75.269","36","5","20223006"
"582","19670521","082851","-16.48","-75.49","14","4.9","20223006"
"583","19670601","094409","-9.86","-75.7","38","4.9","20223006"
"584","19670603","061108","-10.984","-79.212","28","5.1","20223006"
"585","19670603","130809","-8.483","-74.489","150","5.4","20223006"
"586","19670604","181629","-15.7","-75.5","33","4.8","20223006"
"587","19670604","182838","-15.55","-75.67","30","5.1","20223006"
"588","19670608","180954","-11.58","-77.743","48","4.8","20223006"
"589","19670609","010031","-18.55","-71.39","45","4.7","20223006"
"590","19670609","054442","-10.8","-79.1","33","4.5","20223006"
"591","19670611","065331","-8.18","-74.34","181","4.5","20223006"
"592","19670614","031418","-15.017","-73.388","98","5.8","20223006"
"593","19670616","100138","-15.213","-75.813","30","5","20223006"
"594","19670618","131055","-3.903","-80.989","40","4.9","20223006"
"595","19670621","060958","-9.977","-74.369","189","4.9","20223006"
"596","19670624","180731","-15.434","-73.913","94","5.3","20223006"
"597","19670626","105757","-11","-74.9","31","4.7","20223006"
"598","19670626","130107","-10.9","-74.9","26","4.8","20223006"
"599","19670703","052810","-15.999","-74.984","15","5.2","20223006"
"600","19670703","235820","-8.953","-74.505","147","4.9","20223006"
"601","19670707","102700","-12.188","-77.438","43","4.8","20223006"
"602","19670708","102457","-8.842","-74.563","150","5","20223006"
"603","19670713","142042","-15.15","-74.798","82","5.5","20223006"
"604","19670714","031929","-17.632","-72.21","46","5.5","20223006"
"605","19670714","100844","-6.265","-77.392","110","5","20223006"
"606","19670716","210353","-13.16","-75.27","95","5","20223006"
"607","19670718","090659","-9.171","-80.659","7","4.7","20223006"
"608","19670720","202442","-15.85","-71.02","57","4.9","20223006"
"609","19670724","044522","-11.338","-79.716","10","5.2","20223006"
"610","19670724","101358","-13.406","-76.152","49","4.7","20223006"
"611","19670724","111933","-17.16","-72.12","100","4.7","20223006"
"612","19670729","113054","-15.8","-75.6","47","4.6","20223006"
"613","19670730","215850","-12.069","-74.947","30","4.9","20223006"
"614","19670801","011343","-12.987","-76.724","52","5.8","20223006"
"615","19670801","164957","-8.43","-75.13","106","4.9","20223006"
"616","19670803","124021","-13.68","-74.892","109","5.5","20223006"
"617","19670805","082618","-8.1","-74.9","33","4.9","20223006"
"618","19670805","144635","-8.275","-75.11","139","4.8","20223006"
"619","19670806","080721","-16.96","-69.49","191","4.5","20223006"
"620","19670809","071409","-8.47","-73.773","39","5.3","20223006"
"621","19670815","111836","-8.257","-80.425","33","4.7","20223006"
"622","19670816","023714","-14.043","-75.351","79","4.7","20223006"
"623","19670818","190509","-4.98","-81.4","46","4.8","20223006"
"624","19670822","074246","-10.99","-78.35","47","5.3","20223006"
"625","19670822","095936","-12.643","-77.017","59","5.2","20223006"
"626","19670823","092201","-4.302","-81.556","30","5.3","20223006"
"627","19670824","130758","-15.9","-74.8","66","5","20223006"
"628","19670826","133042","-17.5","-71.6","65","4.7","20223006"
"629","19670828","005652","-9.975","-71.148","597","5.3","20223006"
"630","19670831","140639","-10.49","-78.251","74","5.3","20223006"
"631","19670903","210732","-10.625","-79.682","35","6.7","20223006"
"632","19670904","053216","-10.745","-79.665","40","5","20223006"
"633","19670904","160608","-10.56","-79.63","22","5.1","20223006"
"634","19670912","045149","-17.08","-72.49","33","4.5","20223006"
"635","19670913","151348","-10.65","-79.467","34","5","20223006"
"636","19670914","035828","-18.32","-71.54","37","4.6","20223006"
"637","19670914","103906","-7.4","-75.9","33","4.8","20223006"
"638","19670920","093356","-7.944","-74.431","146","5.5","20223006"
"639","19670925","040042","-16.2","-75.4","44","4.9","20223006"
"640","19670925","040350","-15.913","-75.385","15","5","20223006"
"641","19670926","013515","-16.65","-72.8","99","4.9","20223006"
"642","19670927","060239","-7.33","-81.405","22","5.3","20223006"
"643","19671005","094129","-14.572","-75.605","63","5.7","20223006"
"644","19671006","082059","-4","-75","33","4.6","20223006"
"645","19671006","161607","-8.31","-74","183","4.5","20223006"
"646","19671011","202811","-10.407","-71.156","587","5.3","20223006"
"647","19671015","211120","-3.471","-78.187","55","4.9","20223006"
"648","19671016","013148","-11.502","-78.399","83","5.1","20223006"
"649","19671017","054118","-13.627","-76.267","67","4.9","20223006"
"650","19671020","043912","-5.1","-75.2","116","4.5","20223006"
"651","19671022","044053","-17.14","-69.936","155","4.8","20223006"
"652","19671022","234631","-14.875","-76.055","47","4.9","20223006"
"653","19671027","062936","-8.523","-74.26","159","5","20223006"
"654","19671103","081537","-7.726","-81.444","20","5.5","20223006"
"655","19671104","162649","-2.759","-77.655","95","6","20223006"
"656","19671106","221242","-11.267","-75.463","155","4.5","20223006"
"657","19671115","192954","-15.9","-73.7","93","4.9","20223006"
"658","19671121","120510","-16.25","-74.6","38","4.8","20223006"
"659","19671123","224255","-9.9","-75.58","118","4.7","20223006"
"660","19671124","175803","-17.4","-71.8","34","4.5","20223006"
"661","19671126","073603","-12.566","-76.612","72","4.9","20223006"
"662","19671129","025948","-11.1","-74.3","33","4.9","20223006"
"663","19671130","180521","-8.19","-80.27","47","5.5","20223006"
"664","19671209","092543","-17.231","-71.061","87","5.1","20223006"
"665","19671210","234633","-14.4","-72.2","33","4.9","20223006"
"666","19671211","042723","-13.9","-69.8","67","4.9","20223006"
"667","19671211","141609","-5.57","-77.4","137","5.1","20223006"
"668","19671211","215702","-9.1","-75.1","33","4.9","20223006"
"669","19671216","031914","-2.938","-77.13","113","5.5","20223006"
"670","19671216","092012","-7.9","-81.6","27","4.6","20223006"
"671","19671219","141437","-16.2","-75.4","9","4.9","20223006"
"672","19671221","051756","-17.87","-69.277","153","4.8","20223006"
"673","19671221","075033","-16.577","-72.73","70","5.3","20223006"
"674","19671223","024010","-9.861","-74.659","129","5.4","20223006"
"675","19671223","225743","-6.467","-78.422","14","4.9","20223006"
"676","19671226","234624","-10.69","-74.01","116","4.9","20223006"
"677","19671229","235750","-8.063","-74.565","144","4.7","20223006"
"678","19680101","010316","-9.617","-80.023","17","4.6","20223006"
"679","19680101","081617","-11.276","-75.871","124","4.9","20223006"
"680","19680104","033926","-9.58","-75.718","77","4.9","20223006"
"681","19680106","143236","-8.61","-74.45","155","4.8","20223006"
"682","19680108","184427","-18.487","-69.804","115","5.6","20223006"
"683","19680108","234320","-8.89","-74.62","33","4.9","20223006"
"684","19680111","024340","-17.182","-71.35","83","4.9","20223006"
"685","19680113","040343","-8.24","-75.2","33","4.8","20223006"
"686","19680122","034501","-8.375","-74.352","170","4.8","20223006"
"687","19680128","043758","-17.2","-71.9","72","4.6","20223006"
"688","19680130","092445","-14.5","-70.1","85","4.7","20223006"
"689","19680203","110750","-12.597","-76.592","68","5.3","20223006"
"690","19680203","114307","-12.714","-76.592","67","5.3","20223006"
